MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,37.4166186,-122.082065,,0.0016853682,0.1,92.96985,1589573773445
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.96979,1589573774445
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.96979,1589573775445
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.969696,1589573776445
Fix,GT,37.4166186,-122.082065,,0.0015506998,0.1,92.96985,1589573777445
Fix,GT,37.4166186,-122.082065,,0.002648718,0.1,92.96997,1589573778445
Fix,GT,37.4166186,-122.082065,,0.0030135387,0.1,92.97003,1589573779445
Fix,GT,37.4166186,-122.082065,,0.002564516,0.1,92.970184,1589573780445
Fix,GT,37.4166186,-122.082065,,0.0025764192,0.1,92.97031,1589573781445
Fix,GT,37.4166186,-122.082065,,0.003,0.1,92.97012,1589573782445
Fix,GT,37.4166186,-122.082065,,0.0022934917,0.1,92.96997,1589573783445
Fix,GT,37.4166186,-122.082065,,0.0007841454,0.1,92.97003,1589573784445
Fix,GT,37.4166186,-122.082065,,0.00044552548,0.1,92.96976,1589573785445
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.96988,1589573786445
Fix,GT,37.4166186,-122.082065,,0.0009999999,0.1,92.970245,1589573787445
Fix,GT,37.4166186,-122.082065,,0.0011845427,0.1,92.97034,1589573788445
Fix,GT,37.4166186,-122.082065,,0.0012296708,0.1,92.97037,1589573789445
Fix,GT,37.4166186,-122.082065,,0.0018146108,0.1,92.97034,1589573790445
Fix,GT,37.4166186,-122.082065,,0.0021983588,0.1,92.970215,1589573791445
Fix,GT,37.4166186,-122.082065,,0.0016751963,0.1,92.96997,1589573792445
Fix,GT,37.4166186,-122.082065,,0.0019999999,0.1,92.969604,1589573793445
Fix,GT,37.4166186,-122.082065,,0.0019999999,0.1,92.9693,1589573794445
Fix,GT,37.4166186,-122.082065,,0.0021051741,0.1,92.969086,1589573795445
Fix,GT,37.4166186,-122.082065,,0.0028462077,0.1,92.968994,1589573796445
Fix,GT,37.4166186,-122.082065,,0.0028902371,0.1,92.96942,1589573797445
Fix,GT,37.4166186,-122.082065,,0.0019999999,0.1,92.96951,1589573798445
Fix,GT,37.4166186,-122.082065,,0.0025178243,0.1,92.96942,1589573799445
Fix,GT,37.4166186,-122.082065,,0.0021989276,0.1,92.969666,1589573800445
Fix,GT,37.4166186,-122.082065,,0.0005544745,0.1,92.96991,1589573801445
Fix,GT,37.4166186,-122.082065,,0.0004455255,0.1,92.97,1589573802445
Fix,GT,37.4166186,-122.082065,,0.0015506998,0.1,92.97003,1589573803445
Fix,GT,37.4166186,-122.082065,,0.0018699109,0.1,92.96997,1589573804445
Fix,GT,37.4166186,-122.082065,,0.0017803707,0.1,92.969574,1589573805445
Fix,GT,37.4166186,-122.082065,,0.002648718,0.1,92.9693,1589573806445
Fix,GT,37.4166186,-122.082065,,0.0027496277,0.1,92.96936,1589573807445
Fix,GT,37.4166186,-122.082065,,0.00346747,0.1,92.96951,1589573808445
Fix,GT,37.4166186,-122.082065,,0.005590123,0.1,92.96942,1589573809445
Fix,GT,37.4166186,-122.082065,,0.006750279,0.1,92.96945,1589573810445
Fix,GT,37.4166186,-122.082065,,0.005296772,0.1,92.96976,1589573811445
Fix,GT,37.4166186,-122.082065,,0.003795918,0.1,92.97003,1589573812445
Fix,GT,37.4166186,-122.082065,,0.0034024408,0.1,92.970245,1589573813445
Fix,GT,37.4166186,-122.082065,,0.0007841454,0.1,92.97055,1589573814445
Fix,GT,37.4166186,-122.082065,,0.0031186785,0.1,92.97034,1589573815445
Fix,GT,37.4166186,-122.082065,,0.0047723725,0.1,92.969574,1589573816445
Fix,GT,37.4166186,-122.082065,,0.0042592897,0.1,92.968994,1589573817445
Fix,GT,37.4166186,-122.082065,,0.0057576755,0.1,92.96933,1589573818445
Fix,GT,37.4166186,-122.082065,,0.0063205617,0.1,92.96936,1589573819445
Fix,GT,37.4166186,-122.082065,,0.008171322,0.1,92.96927,1589573820445
Fix,GT,37.4166186,-122.082065,,0.008028269,0.1,92.97,1589573821445
Fix,GT,37.4166186,-122.082065,,0.0077851554,0.1,92.96954,1589573822445
Fix,GT,37.4166186,-122.082065,,0.006036873,0.1,92.96927,1589573823445
Fix,GT,37.4166186,-122.082065,,0.0065230774,0.1,92.96973,1589573824445
Fix,GT,37.4166186,-122.082065,,0.0045507955,0.1,92.969696,1589573825445
Fix,GT,37.4166186,-122.082065,,0.0021930207,0.1,92.97043,1589573826445
Fix,GT,37.4166186,-122.082065,,0.0023834708,0.1,92.97061,1589573827445
Fix,GT,37.4166186,-122.082065,,0.0021207219,0.1,92.97031,1589573828445
Fix,GT,37.4166186,-122.082065,,0.003072299,0.1,92.97049,1589573829445
Fix,GT,37.4166186,-122.082065,,0.003013539,0.1,92.970184,1589573830445
Fix,GT,37.4166186,-122.082065,,0.0028284271,0.1,92.96994,1589573831445
Fix,GT,37.4166186,-122.082065,,0.002459342,0.1,92.96973,1589573832445
Fix,GT,37.4166186,-122.082065,,0.0017390173,0.1,92.96942,1589573833445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.969666,1589573834445
Fix,GT,37.4166186,-122.082065,,0.0020442817,0.1,92.96997,1589573835445
Fix,GT,37.4166186,-122.082065,,0.0025645162,0.1,92.970245,1589573836445
Fix,GT,37.4166186,-122.082065,,0.0018699109,0.1,92.97015,1589573837445
Fix,GT,37.4166186,-122.082065,,0.0017803707,0.1,92.96988,1589573838445
Fix,GT,37.4166186,-122.082065,,0.0016853682,0.1,92.97046,1589573839445
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.971375,1589573840445
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.97128,1589573841445
Fix,GT,37.4166186,-122.082065,,0.001,0.1,92.97064,1589573842445
Fix,GT,37.4166186,-122.082065,,0.0014455253,0.1,92.97012,1589573843445
Fix,GT,37.4166186,-122.082065,,0.0021051741,0.1,92.96997,1589573844445
Fix,GT,37.4166186,-122.082065,,0.0021308935,0.1,92.969604,1589573845445
Fix,GT,37.4166186,-122.082065,,0.0017390172,0.1,92.96921,1589573846445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.96945,1589573847445
Fix,GT,37.4166186,-122.082065,,0.0021207216,0.1,92.96945,1589573848445
Fix,GT,37.4166186,-122.082065,,0.0032697883,0.1,92.96933,1589573849445
Fix,GT,37.4166186,-122.082065,,0.0034080618,0.1,92.96933,1589573850445
Fix,GT,37.4166186,-122.082065,,0.0031622776,0.1,92.969025,1589573851445
Fix,GT,37.4166186,-122.082065,,0.0026444534,0.1,92.96912,1589573852445
Fix,GT,37.4166186,-122.082065,,0.0017390173,0.1,92.96936,1589573853445
Fix,GT,37.4166186,-122.082065,,0.0017803705,0.1,92.96933,1589573854445
Fix,GT,37.4166186,-122.082065,,0.0016853685,0.1,92.96918,1589573855445
Fix,GT,37.4166186,-122.082065,,0.00055447465,0.1,92.968994,1589573856445
Fix,GT,37.4166186,-122.082065,,0.000630068,0.1,92.96893,1589573857445
Fix,GT,37.4166186,-122.082065,,0.0012296711,0.1,92.96872,1589573858445
Fix,GT,37.4166186,-122.082065,,0.002160839,0.1,92.96869,1589573859445
Fix,GT,37.4166186,-122.082065,,0.0028902376,0.1,92.96875,1589573860445
Fix,GT,37.4166186,-122.082065,,0.0017390174,0.1,92.96881,1589573861445
Fix,GT,37.4166186,-122.082065,,0.0017803706,0.1,92.96878,1589573862445
Fix,GT,37.4166186,-122.082065,,0.0022360682,0.1,92.968445,1589573863445
Fix,GT,37.4166186,-122.082065,,0.0012398432,0.1,92.96814,1589573864445
Fix,GT,37.4166186,-122.082065,,0.0006300679,0.1,92.96817,1589573865445
Fix,GT,37.4166186,-122.082065,,0.0017803705,0.1,92.96838,1589573866445
Fix,GT,37.4166186,-122.082065,,0.0016853685,0.1,92.968994,1589573867445
Fix,GT,37.4166186,-122.082065,,0.0005544747,0.1,92.96936,1589573868445
Fix,GT,37.4166186,-122.082065,,0.0004455253,0.1,92.96933,1589573869445
Fix,GT,37.4166186,-122.082065,,0.0005544747,0.1,92.96933,1589573870445
Fix,GT,37.4166186,-122.082065,,0.0008910506,0.1,92.96918,1589573871445
Fix,GT,37.4166186,-122.082065,,0.0017390173,0.1,92.96887,1589573872445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.96869,1589573873445
Fix,GT,37.4166186,-122.082065,,0.0021930202,0.1,92.96896,1589573874445
Fix,GT,37.4166186,-122.082065,,0.0039810296,0.1,92.97125,1589573875445
Fix,GT,37.4166186,-122.082065,,0.004181248,0.1,92.97229,1589573876445
Fix,GT,37.4166186,-122.082065,,0.004025145,0.1,92.96915,1589573877445
Fix,GT,37.4166186,-122.082065,,0.0038235022,0.1,92.96814,1589573878445
Fix,GT,37.4166186,-122.082065,,0.0026487177,0.1,92.96973,1589573879445
Fix,GT,37.4166186,-122.082065,,0.0026444537,0.1,92.97043,1589573880445
Fix,GT,37.4166186,-122.082065,,0.0017390172,0.1,92.970215,1589573881445
Fix,GT,37.4166186,-122.082065,,0.001229671,0.1,92.96945,1589573882445
Fix,GT,37.4166186,-122.082065,,0.0009999999,0.1,92.96948,1589573883445
Fix,GT,37.4166186,-122.082065,,0.0011845425,0.1,92.969574,1589573884445
Fix,GT,37.4166186,-122.082065,,0.0014142136,0.1,92.96942,1589573885445
Fix,GT,37.4166186,-122.082065,,0.0017803705,0.1,92.96936,1589573886445
Fix,GT,37.4166186,-122.082065,,0.0018699111,0.1,92.96921,1589573887445
Fix,GT,37.4166186,-122.082065,,0.001229671,0.1,92.96939,1589573888445
Fix,GT,37.4166186,-122.082065,,0.0011845425,0.1,92.96945,1589573889445
Fix,GT,37.4166186,-122.082065,,0.0017803705,0.1,92.96893,1589573890445
Fix,GT,37.4166186,-122.082065,,0.0026487177,0.1,92.96854,1589573891445
Fix,GT,37.4166186,-122.082065,,0.0030899788,0.1,92.96835,1589573892445
Fix,GT,37.4166186,-122.082065,,0.0025544749,0.1,92.968475,1589573893445
Fix,GT,37.4166186,-122.082065,,0.0019999999,0.1,92.96869,1589573894445
Fix,GT,37.4166186,-122.082065,,0.0015544747,0.1,92.968445,1589573895445
Fix,GT,37.4166186,-122.082065,,0.0015506996,0.1,92.96677,1589573896445
Fix,GT,37.4166186,-122.082065,,0.0016853685,0.1,92.967255,1589573897445
Fix,GT,37.4166186,-122.082065,,0.0015506995,0.1,92.970215,1589573898445
Fix,GT,37.4166186,-122.082065,,0.002236068,0.1,92.96817,1589573899445
Fix,GT,37.4166186,-122.082065,,0.0012398433,0.1,92.96539,1589573900445
Fix,GT,37.4166186,-122.082065,,0.0,0.1,92.96655,1589573901445
Fix,GT,37.4166186,-122.082065,,0.00044552525,0.1,92.96704,1589573902445
Fix,GT,37.4166186,-122.082065,,0.00055447477,0.1,92.96506,1589573903445
Fix,GT,37.4166186,-122.082065,,0.0012601354,0.1,92.96509,1589573904445
Fix,GT,37.4166186,-122.082065,,0.0029771659,0.1,92.96536,1589573905445
Fix,GT,37.4166186,-122.082065,,0.002749628,0.1,92.9657,1589573906445
Fix,GT,37.4166186,-122.082065,,0.0032322926,0.1,92.96393,1589573907445
Fix,GT,37.4166186,-122.0820649,,0.0034759114,0.1,92.96152,1589573908445
Fix,GT,37.4166186,-122.0820649,,0.0028462075,0.1,92.96307,1589573909445
Fix,GT,37.4166186,-122.082065,,0.0036055516,0.1,92.96637,1589573910445
Fix,GT,37.4166186,-122.0820649,,0.0034080618,0.1,92.967896,1589573911445
Fix,GT,37.4166186,-122.0820649,,0.0017534033,0.1,92.966064,1589573912445
Fix,GT,37.4166186,-122.0820649,,0.0,0.1,92.96561,1589573913445
Fix,GT,37.4166186,-122.0820649,,0.0014088742,0.1,92.965546,1589573914445
Fix,GT,37.4166186,-122.0820649,,0.002383471,0.1,92.96704,1589573915445
Fix,GT,37.4166186,-122.0820649,,0.00078414584,0.1,92.96643,1589573916445
Fix,GT,37.4166186,-122.0820649,,0.00044552516,0.1,92.966675,1589573917445
Fix,GT,37.4166186,-122.0820649,,0.0021608388,0.1,92.96643,1589573918445
Fix,GT,37.4166186,-122.0820649,,0.0034080618,0.1,92.966064,1589573919445
Fix,GT,37.4166186,-122.0820649,,0.0037458525,0.1,92.96533,1589573920445
Fix,GT,37.4166186,-122.0820649,,0.0038885612,0.1,92.964966,1589573921445
Fix,GT,37.4166186,-122.0820649,,0.0023834712,0.1,92.96481,1589573922445
Fix,GT,37.4166186,-122.0820649,,0.0007841459,0.1,92.96448,1589573923445
Fix,GT,37.4166186,-122.0820649,,0.0009962245,0.1,92.963715,1589573924445
Fix,GT,37.4166186,-122.0820649,,0.0018699112,0.1,92.96326,1589573925445
Fix,GT,37.4166186,-122.0820649,,0.0017803704,0.1,92.963135,1589573926445
Fix,GT,37.4166186,-122.0820649,,0.0016853687,0.1,92.96234,1589573927445
Fix,GT,37.4166186,-122.0820649,,0.0015506994,0.1,92.96118,1589573928445
Fix,GT,37.4166186,-122.0820649,,0.0016853687,0.1,92.961365,1589573929445
Fix,GT,37.4166186,-122.0820649,,0.002391422,0.1,92.96185,1589573930445
Fix,GT,37.4166186,-122.0820649,,0.0031772088,0.1,92.9624,1589573931445
Fix,GT,37.4166186,-122.0820649,,0.0017390175,0.1,92.96307,1589573932445
Fix,GT,37.4166186,-122.0820649,,0.0014142136,0.1,92.96289,1589573933445
Fix,GT,37.4166186,-122.0820649,,0.0016751962,0.1,92.96323,1589573934445
Fix,GT,37.4166186,-122.0820649,,0.002517824,0.1,92.96234,1589573935445
Fix,GT,37.4166186,-122.0820649,,0.002749628,0.1,92.96283,1589573936445
Fix,GT,37.4166186,-122.0820649,,0.002130894,0.1,92.96283,1589573937445
Fix,GT,37.4166186,-122.0820649,,0.0020000003,0.1,92.96243,1589573938445
Fix,GT,37.4166186,-122.0820649,,0.0015544752,0.1,92.9621,1589573939445
Fix,GT,37.4166186,-122.0820649,,0.0010000002,0.1,92.9617,1589573940445
Fix,GT,37.4166186,-122.0820649,,0.0015506994,0.1,92.96179,1589573941445
Fix,GT,37.4166186,-122.0820649,,0.0028462072,0.1,92.96161,1589573942445
Fix,GT,37.4166186,-122.0820649,,0.0029954123,0.1,92.96225,1589573943445
Fix,GT,37.4166186,-122.0820649,,0.0016853687,0.1,92.96326,1589573944445
Fix,GT,37.4166186,-122.0820649,,0.0010000002,0.1,92.96332,1589573945445
Fix,GT,37.4166186,-122.0820649,,0.0011845425,0.1,92.96274,1589573946445
Fix,GT,37.4166186,-122.0820649,,0.0014142136,0.1,92.96265,1589573947445
Fix,GT,37.4166186,-122.0820649,,0.0014142136,0.1,92.963104,1589573948445
Fix,GT,37.4166186,-122.0820649,,0.002044281,0.1,92.96298,1589573949445
Fix,GT,37.4166186,-122.0820649,,0.0020138172,0.1,92.962555,1589573950445
Fix,GT,37.4166186,-122.0820649,,0.001,0.1,92.96216,1589573951445
Fix,GT,37.4166186,-122.0820649,,0.001,0.1,92.96268,1589573952445
Fix,GT,37.4166186,-122.0820649,,0.0015506994,0.1,92.963715,1589573953445
Fix,GT,37.4166186,-122.0820649,,0.0018699112,0.1,92.96332,1589573954445
Fix,GT,37.4166186,-122.0820649,,0.0012296711,0.1,92.962555,1589573955445
Fix,GT,37.4166186,-122.0820649,,0.001,0.1,92.96216,1589573956445
Fix,GT,37.4166186,-122.0820649,,0.0014455251,0.1,92.96222,1589573957445
Fix,GT,37.4166186,-122.0820649,,0.0017390175,0.1,92.962036,1589573958445
Fix,GT,37.4166186,-122.0820649,,0.0007841461,0.1,92.961975,1589573959445
Fix,GT,37.4166186,-122.0820649,,0.00044552502,0.1,92.961914,1589573960445
Fix,GT,37.4166186,-122.0820649,,0.0015506994,0.1,92.96185,1589573961445
Fix,GT,37.4166186,-122.0820649,,0.0021308938,0.1,92.96295,1589573962445
Fix,GT,37.4166186,-122.0820649,,0.002445525,0.1,92.96069,1589573963445
Fix,GT,37.4166187,-122.0820649,,0.0026596491,0.1,92.95581,1589573964445
Fix,GT,37.4166187,-122.0820649,,0.0024999788,0.1,92.95581,1589573965445
Fix,GT,37.4166187,-122.0820649,,0.0029771659,0.1,92.957794,1589573966445
Fix,GT,37.4166187,-122.0820649,,0.0023834715,0.1,92.95871,1589573967445
Fix,GT,37.4166187,-122.0820649,,0.0014142136,0.1,92.957794,1589573968445
Fix,GT,37.4166187,-122.0820649,,0.0012296711,0.1,92.956085,1589573969445
Fix,GT,37.4166187,-122.0820649,,0.0028262157,0.1,92.95389,1589573970445
Fix,GT,37.4166187,-122.0820649,,0.0046642255,0.1,92.955536,1589573971445
Fix,GT,37.4166187,-122.0820649,,0.0029162266,0.1,92.957184,1589573972445
Fix,GT,37.4166187,-122.082065,,0.0017803701,0.1,92.95624,1589573973445
Fix,GT,37.4166187,-122.082065,,0.001239844,0.1,92.95654,1589573974445
Fix,GT,37.4166187,-122.082065,,0.00044552496,0.1,92.9574,1589573975445
Fix,GT,37.4166187,-122.082065,,0.0015506991,0.1,92.95795,1589573976445
Fix,GT,37.4166187,-122.082065,,0.0026487175,0.1,92.957275,1589573977445
Fix,GT,37.4166187,-122.082065,,0.0027496282,0.1,92.95676,1589573978445
Fix,GT,37.4166187,-122.082065,,0.0026487175,0.1,92.95712,1589573979445
Fix,GT,37.4166187,-122.082065,,0.0026444541,0.1,92.95697,1589573980445
Fix,GT,37.4166187,-122.082065,,0.0017390177,0.1,92.95703,1589573981445
Fix,GT,37.4166187,-122.082065,,0.0012296712,0.1,92.95648,1589573982445
Fix,GT,37.4166187,-122.082065,,0.0015506991,0.1,92.95581,1589573983445
Fix,GT,37.4166187,-122.082065,,0.0026487175,0.1,92.955505,1589573984445
Fix,GT,37.4166187,-122.082065,,0.0021989292,0.1,92.95383,1589573985445
Fix,GT,37.4166187,-122.082065,,0.0015506991,0.1,92.95288,1589573986445
Fix,GT,37.4166187,-122.082065,,0.0012398441,0.1,92.95584,1589573987445
Fix,GT,37.4166187,-122.082065,,0.004107536,0.1,92.958374,1589573988445
Fix,GT,37.4166187,-122.082065,,0.005112008,0.1,92.9621,1589573989445
Fix,GT,37.4166187,-122.082065,,0.00089104974,0.1,92.9642,1589573990445
Fix,GT,37.4166187,-122.082065,,0.0017390177,0.1,92.96091,1589573991445
Fix,GT,37.4166187,-122.082065,,0.0012296712,0.1,92.95984,1589573992445
Fix,GT,37.4166187,-122.082065,,0.0018146097,0.1,92.95993,1589573993445
Fix,GT,37.4166187,-122.082065,,0.0031746551,0.1,92.9603,1589573994445
Fix,GT,37.4166187,-122.082065,,0.0029954126,0.1,92.96289,1589573995445
Fix,GT,37.4166187,-122.082065,,0.002130894,0.1,92.96112,1589573996445
Fix,GT,37.4166187,-122.082065,,0.0025178236,0.1,92.95532,1589573997445
Fix,GT,37.4166187,-122.082065,,0.0027496284,0.1,92.95279,1589573998445
Fix,GT,37.4166187,-122.082065,,0.002236068,0.1,92.95645,1589573999445
Fix,GT,37.4166187,-122.082065,,0.0016853691,0.1,92.95868,1589574000445
Fix,GT,37.4166187,-122.082065,,0.001550699,0.1,92.95853,1589574001445
Fix,GT,37.4166187,-122.082065,,0.002236068,0.1,92.95969,1589574002445
Fix,GT,37.4166187,-122.082065,,0.0016853691,0.1,92.960266,1589574003445
Fix,GT,37.4166187,-122.082065,,0.005205891,0.1,92.957184,1589574004445
Fix,GT,37.4166188,-122.082065,,0.0070490255,0.1,92.95386,1589574005445
Fix,GT,37.4166188,-122.082065,,0.0034052385,0.1,92.954865,1589574006445
Fix,GT,37.4166188,-122.082065,,0.0038925223,0.1,92.95465,1589574007445
Fix,GT,37.4166188,-122.082065,,0.0028902383,0.1,92.9534,1589574008445
